SERIAL;JOURV8;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;Q411;Q412;Q413;Q414;Q415;Q416;Q417;Q418;Q419;Q4110;Q4111;Q4112;Q4113;Q4114;Q4115;Q4116;Q4117;Q4118;Q4119;Q4120;Q4121;Q4122;Q4123;Q4124;Q4125;Q4126;Q4127;Q4128;Q4129;Q4130;Q4131;Q421;Q422;Q423;Q424;Q425;Q426;Q427;Q428;Q429;Q4210;Q4211;Q4212;Q4213;Q4214;Q4215;Q4216;Q4217;Q4218;Q4219;Q4220;Q4221;Q4222;Q4223;Q4224;Q4225;Q4226;Q4227;Q4228;Q4229;Q4230;Q4231;Q43_0;Q43_1;Q43_2;Q44_0;Q44_1;Q44_2;Q45;Q46;Q47Q_0;Q47Q_1;Q48Q_0;Q48Q_1;Q410V1Q;Q410V2Q;Q411V1Q;Q411V2Q;Q412V;Q413V;D70V;D71V;D72_0;D72_1;D72_2;D72_3;D72_4;D72_5;D72_6;D73
2388;1;1;1;7;80;5;1;1;3;7;1;5;4;2;;2;3;;2;8;1;1;1;1;1;1;1;2;3;0;0;;;;0;0;0;4;4;4;4;5;;;;1;80;5;4;2;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;7;1;2;2;6;2;20;80;20;80;;;;;2;3;3;2;2;2;2;1;2;2;2;2
2389;1;2;1;1;75;1;5;8;8;1;1;3;5;2;;2;2;;2;4;2;2;1;2;4;1;3;2;1;540;15;;35;22;7;7;7;4;4;4;4;;;;;1;75;1;2;4;0;4;6;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;3;3;3;3;3;3;6;4;50;50;40;60;;;;;2;3;2;2;2;1;1;2;1;1;3;1
2390;1;3;2;5;91;1;5;3;2;5;2;1;6;2;;2;3;;2;6;2;2;2;2;4;1;1;3;1;420;4;;85;45;0;0;0;3;3;4;4;1;;;;1;91;1;4;3;0;2;4;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;2;2;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;7;4;15;85;15;85;;;;;2;3;3;1;2;2;2;1;2;2;2;1
2391;1;3;2;9;29;8;4;7;7;3;4;1;5;2;;2;4;;2;10;1;1;1;1;1;1;1;2;1;105;0;;;;0;5;0;4;4;4;4;;;;;1;29;8;5;2;0;0;2;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;2;2;2;6;4;50;50;50;50;;;;;2;1;4;1;1;2;2;1;1;1;2;2
2392;1;1;2;7;44;7;2;1;4;5;1;5;3;2;;2;3;;2;8;1;1;1;1;1;1;1;2;1;120;0;;;;2;4;1;4;3;4;4;3;;;;1;44;7;5;1;0;0;5;2;1;;;;;;;;1;;;;2;2;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;4;4;10;90;0;100;100;;50;;2;2;2;2;1;1;2;1;1;2;2;1
2393;1;2;2;3;44;7;4;1;5;3;4;5;7;2;;3;3;;2;7;2;1;4;1;3;1;1;3;2;465;3;;30;40;0;0;4;3;3;3;3;1;;;;1;44;7;6;4;2;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;6;1;1;3;1;6;1;75;25;100;0;95;;25;;2;3;2;2;2;2;2;1;2;2;2;2
2394;1;3;1;6;14;4;2;1;5;3;6;7;8;2;;2;3;;2;8;1;3;1;1;1;1;1;1;2;0;2;;21;50;0;2;3;3;3;3;3;1;;;;1;14;4;4;3;0;0;5;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;3;3;2;3;3;3;7;5;10;90;10;90;50;;20;;2;2;2;2;1;1;1;3;1;1;1;1
2395;1;1;1;1;60;5;3;1;6;1;6;1;9;2;;2;3;;2;6;1;1;3;1;1;2;3;4;2;480;100;;;;3;2;5;4;4;4;4;1;;;;1;60;5;5;4;0;0;4;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;;2;;;;;;;;;;;3;2;1;1;3;3;6;5;80;20;80;20;0;;;;2;2;3;2;1;2;2;1;3;3;2;1
2396;1;2;1;1;57;6;2;1;6;7;8;2;4;2;;2;3;;2;9;1;1;1;4;1;1;4;3;4;1080;2;;19;19;0;0;2;4;4;4;4;1;;;;1;57;6;3;2;2;0;1;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;7;1;1;1;4;1;30;70;20;80;0;;;;2;4;2;3;1;1;1;1;1;1;2;1
2397;1;2;2;3;69;11;4;1;4;3;7;4;3;2;;4;3;;2;3;1;1;1;2;2;2;2;4;3;480;20;;;;2;2;50;3;3;4;3;1;3;;;1;69;11;4;3;1;0;6;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;7;6;0;100;50;50;0;;;;2;2;3;2;1;3;3;1;2;1;2;1
2398;1;2;2;2;13;12;3;3;2;1;4;2;7;1;3;;3;;2;4;1;2;1;2;1;3;2;2;2;120;2;;28;28;1;1;0;3;3;4;3;6;;;;1;13;12;2;2;0;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;3;2;2;1;6;7;0;100;0;100;;15;;;2;3;2;2;2;2;2;2;2;2;1;2
2399;1;3;2;9;59;5;1;7;7;3;1;2;6;2;;2;3;;2;9;1;2;2;1;2;1;1;2;3;200;2;;33;60;0;6;0;3;3;3;3;;;;;1;59;5;4;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;4;2;50;50;;;;;;;2;1;2;3;1;1;3;1;1;1;1;3
2400;1;3;1;8;14;4;3;1;4;3;2;6;5;2;;2;3;;2;10;1;2;2;1;1;1;1;2;3;240;6;;47;;1;0;0;1;1;1;1;4;;;;1;14;4;4;3;0;0;3;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;5;5;7;2;2;1;5;9;0;100;0;100;10;;50;;2;3;3;1;1;1;2;2;3;2;2;1
2401;1;1;1;4;59;5;4;1;5;3;8;10;1;1;3;;3;;2;5;1;1;3;1;1;1;1;1;2;120;2;;20;30;0;2;0;4;3;2;3;3;;;;1;59;5;5;4;2;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;1;1;1;7;6;50;50;50;50;0;;;;2;3;2;3;2;1;2;1;2;2;1;2
2402;1;1;2;10;94;1;5;7;7;3;1;9;5;2;;2;3;;2;10;1;2;1;1;1;1;1;1;1;90;2;;44;45;0;2;0;3;3;3;4;;;;;1;94;1;5;2;0;2;4;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;1;;1;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;1;8;9;50;50;50;50;;;;;2;2;2;2;1;1;1;2;1;2;2;1
2403;1;1;2;10;4;12;2;7;7;3;4;3;5;2;;2;3;;2;8;2;2;2;1;1;1;1;2;1;60;0;;;;0;0;0;4;4;4;4;;;;;1;4;12;5;2;0;0;4;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;1;1;1;3;3;3;7;4;20;80;20;80;;;;;2;1;1;1;1;1;3;1;1;3;1;1
2404;1;1;2;5;31;10;4;1;5;3;1;2;10;2;;2;3;;2;7;1;1;1;1;1;1;1;2;2;0;0;;;;0;0;0;3;1;2;3;3;;;;1;31;10;4;4;2;0;5;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;6;3;70;30;0;0;;;;;2;3;3;2;1;1;1;2;3;1;2;1
2405;1;2;1;6;14;4;4;1;4;3;3;8;7;1;5;;3;;2;9;2;1;1;2;2;1;3;3;1;240;60;;45;80;5;2;0;3;4;3;3;3;;;;1;14;4;6;3;0;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;2;2;1;1;2;1;7;5;20;80;20;80;0;;;;1;2;4;1;2;1;2;3;2;2;2;1
2406;1;1;1;7;54;6;1;1;3;2;6;8;5;2;;2;3;;2;8;1;2;1;1;1;1;1;6;2;750;30;;45;50;0;1;80;4;4;4;4;1;;;;1;54;6;6;2;0;0;3;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;5;7;7;1;1;1;7;8;80;20;80;20;5;;30;;2;3;2;2;1;1;1;1;1;2;1;1
2407;1;2;1;1;78;1;5;4;6;1;3;5;11;2;;2;3;;2;5;1;2;1;1;1;1;2;3;1;300;1;;;;0;0;0;4;4;1;2;1;;;;1;78;1;;6;0;0;3;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;1;1;1;3;3;3;8;9;;;;;;;;;2;3;2;2;2;1;1;1;1;2;1;1
2408;1;1;2;10;33;9;1;7;7;3;9;10;6;2;;2;3;;2;5;1;2;2;1;1;1;6;2;3;135;0;;;;0;0;0;4;3;4;3;;;;;1;33;9;7;2;0;0;3;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;7;7;50;50;50;50;;;;;2;2;4;3;3;1;3;1;1;3;1;1
2409;1;3;1;10;57;6;4;7;7;5;4;9;2;2;;2;3;;2;8;2;2;2;1;1;1;1;4;2;390;10;;40;45;0;6;0;4;3;3;4;;;;;1;57;6;3;1;0;1;6;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;3;1;3;6;2;40;60;80;20;;;;;2;3;4;2;1;3;2;2;1;1;1;1
2410;1;1;2;7;75;1;5;2;3;4;5;4;1;2;;2;2;;2;5;1;1;1;2;1;1;2;3;2;600;0;;;;0;0;2;1;1;1;2;1;;;;1;75;1;5;2;0;1;7;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;7;1;1;1;8;9;0;100;100;0;100;;0;;2;3;2;3;1;1;1;1;2;3;1;1
2411;1;1;1;7;7;11;1;1;4;3;8;3;1;2;;2;3;;2;10;1;1;1;1;1;1;1;1;1;120;0;;;;1;0;0;4;4;4;4;1;;;;1;7;11;11;6;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;7;6;20;80;0;100;0;;;;1;1;2;2;1;1;1;1;1;1;1;1
2412;1;1;1;10;54;6;1;7;7;3;3;8;9;2;;2;2;;2;6;1;1;1;1;1;1;1;1;1;0;0;;;;1;0;0;4;4;4;4;;;;;1;54;6;5;2;2;2;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;6;9;0;100;;;;;;;1;2;2;1;2;1;2;2;2;2;3;1
2413;1;2;2;6;44;7;4;2;4;5;1;6;7;2;;2;3;;2;10;1;1;6;1;1;1;1;2;2;105;1;35;;;0;2;1;4;3;4;3;1;;;;1;44;7;6;3;2;0;1;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;2;1;1;3;3;3;8;9;10;90;60;40;5;;5;;2;3;2;2;2;1;2;1;1;2;2;1
2414;1;1;2;7;29;8;2;4;5;3;5;1;6;2;;2;3;;2;10;1;2;1;1;2;1;2;2;2;180;1;35;;;1;0;0;2;1;1;3;5;;;;1;29;8;6;2;0;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;5;1;50;50;50;50;;;;;2;2;3;2;2;2;2;2;2;2;1;1
2415;1;1;1;8;70;3;2;1;5;1;6;2;3;2;;2;4;;2;6;2;1;4;4;3;1;6;4;3;480;10;;40;60;3;3;7;4;4;4;4;1;;;;1;70;3;4;1;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;2;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;1;5;2;60;40;60;40;0;;;;1;2;3;2;3;1;1;1;1;1;1;1
2416;1;1;2;4;57;6;4;2;5;4;3;4;9;2;;2;3;;2;3;1;2;6;6;2;1;2;3;2;90;0;;;;0;1;0;4;3;4;4;3;;;;1;57;6;3;1;1;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;1;;2;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;7;7;1;1;1;3;5;1;50;50;50;50;0;;;;1;2;3;3;1;3;2;1;1;1;1;1
2417;1;3;1;6;93;1;5;1;4;1;1;8;5;1;2;;2;;2;10;1;1;1;1;1;1;1;2;1;120;0;;;;0;0;0;2;3;3;1;1;5;;;2;93;1;9;2;0;1;6;2;1;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;7;4;20;80;20;80;0;;;;2;1;4;3;2;2;2;1;1;2;2;1
2418;1;2;2;3;12;10;1;1;4;3;5;3;7;2;;2;3;;2;6;1;3;4;4;2;1;1;3;2;90;2;;30;40;1;1;2;3;3;4;3;1;3;5;;1;12;10;4;3;1;0;6;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;1;1;1;3;1;1;6;9;0;100;30;70;0;;;;2;2;2;2;1;1;1;2;1;2;1;1
2419;1;3;1;10;12;10;1;7;7;3;4;8;2;1;6;;3;;2;9;2;2;2;2;7;2;4;3;2;120;4;;20;60;5;5;5;3;4;2;4;;;;;1;12;10;4;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;4;1;1;1;7;3;50;50;50;50;;;;;1;2;1;2;1;1;1;1;1;1;1;1
2420;1;1;1;4;86;9;3;1;4;3;6;1;3;2;;2;3;;2;5;1;2;3;3;2;1;2;3;2;600;5;;;;0;3;2;4;4;4;4;1;3;5;;1;86;9;6;4;2;0;6;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;2;1;1;1;3;3;7;5;30;70;50;50;0;;;;2;2;2;2;1;1;3;1;1;1;1;1
2421;1;3;2;4;29;8;2;1;4;1;8;7;2;2;;2;2;;1;7;1;1;1;1;2;1;1;2;2;300;8;;;;0;2;5;1;2;2;2;1;;;;2;29;8;6;1;0;0;5;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;6;5;5;2;2;2;4;9;40;60;40;60;0;;;;1;1;1;2;2;3;3;1;2;2;1;1
2422;1;3;2;10;13;12;4;7;7;1;9;6;8;2;;2;3;;2;5;1;2;2;1;1;1;1;2;1;180;5;;50;30;1;0;0;2;3;2;2;;;;;1;13;12;3;1;0;1;3;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;5;1;30;70;30;70;;;;;1;3;2;2;1;1;1;1;1;1;1;1
2423;1;1;1;7;29;8;4;7;7;3;8;3;4;2;;2;3;;2;7;2;1;1;1;3;1;2;2;2;270;6;;30;55;0;0;0;4;4;4;4;;;;;1;29;8;8;6;3;0;6;2;2;1;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;7;5;2;1;1;1;7;5;80;20;80;20;;;;;2;2;2;2;1;1;1;1;1;1;1;1
2424;1;2;2;4;28;2;3;1;6;3;8;2;1;2;;2;3;;2;8;1;2;1;1;1;1;3;3;1;420;10;;46;56;0;5;5;4;4;4;2;1;;;;1;28;2;4;4;2;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;4;4;4;1;1;1;6;3;100;0;100;0;1;;70;;2;3;3;2;2;1;1;2;2;2;2;2
2425;1;2;2;7;89;3;1;1;4;1;1;2;3;2;;1;2;;2;7;1;2;1;1;2;1;2;2;2;0;0;;;;0;0;0;4;3;3;4;1;;;;1;89;3;4;1;0;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;6;1;50;50;50;50;0;;;;1;2;2;2;2;1;1;1;2;1;1;1
2426;1;2;2;1;59;5;4;8;8;1;1;5;4;2;;2;3;;1;8;2;2;1;1;2;1;1;2;2;0;0;;;;0;0;0;3;4;4;2;;;;;1;59;5;2;2;0;0;5;1;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;2;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;1;1;70;30;80;20;;;;;2;2;2;2;1;1;2;1;1;1;1;1
2427;1;1;2;5;10;6;1;1;4;3;1;3;2;2;;2;3;;2;5;1;3;1;1;2;1;2;2;1;120;5;;;;2;3;0;3;3;2;2;6;;;;1;10;6;4;2;1;0;6;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;3;3;7;6;10;90;50;50;0;;;;1;3;2;1;2;1;2;3;1;2;2;1
2428;1;1;1;9;33;9;4;1;3;3;5;9;6;2;;2;3;;2;9;2;3;3;1;1;1;1;2;2;600;20;;30;70;0;5;7;4;4;4;4;1;;;;1;33;9;8;2;0;0;6;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;3;2;2;1;1;1;7;8;40;60;20;80;0;;;;2;2;2;2;1;2;2;1;2;2;2;1
2429;1;2;2;8;92;1;5;2;4;3;1;6;2;2;;2;3;;1;5;2;2;2;1;1;1;1;2;2;120;3;;;;0;1;0;4;4;3;4;1;;;;1;92;1;4;5;0;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;2;3;1;7;9;50;50;50;50;0;;;;2;2;3;3;1;1;2;1;1;1;2;1
2430;1;1;1;7;76;4;1;5;8;1;8;1;4;2;;2;3;;2;5;1;2;1;6;1;1;1;2;2;0;0;;;;0;0;0;4;4;4;4;;;;;1;76;4;4;2;0;1;4;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;5;1;50;50;50;50;;;;;2;3;2;2;1;1;1;1;1;1;2;1
2431;1;1;2;1;14;4;4;8;8;1;4;3;1;2;;2;3;;2;8;1;1;1;1;2;1;1;2;2;90;0;;;;2;0;0;2;3;4;2;;;;;1;14;4;7;3;1;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;2;1;1;3;4;2;0;100;20;80;;;;;2;1;1;2;2;1;1;1;2;2;1;1
2432;1;1;1;9;91;1;5;7;7;1;4;8;2;2;;2;3;;2;10;1;4;1;4;2;1;1;2;4;240;2;;50;50;10;2;0;3;3;4;4;;;;;1;91;1;2;1;0;0;6;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;6;8;100;0;100;0;;;;;2;3;4;3;2;3;2;3;3;1;2;1
2433;1;2;2;5;6;12;4;2;5;3;8;1;2;2;;2;3;;2;7;1;1;2;1;3;1;2;2;1;120;0;;;;4;1;4;3;3;3;3;1;;;;1;6;12;5;6;3;0;3;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;5;1;100;0;100;0;0;;;;2;3;3;2;3;3;3;3;1;3;3;1
2434;1;2;2;5;38;11;3;1;6;4;1;5;2;2;;2;3;;2;7;1;2;1;1;2;1;3;4;3;180;5;;40;50;1;2;0;3;3;2;4;5;;;;1;38;11;4;1;1;0;3;1;;;;;;;;;;;;;;;;1;2;2;;1;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;1;1;1;4;4;20;80;30;70;25;;25;;2;3;2;2;1;1;1;1;3;1;2;1
2435;1;1;2;10;82;10;1;7;7;7;3;8;1;1;2;;3;;2;8;2;2;3;3;1;1;1;2;2;105;1;45;;;3;0;0;3;3;3;3;;;;;1;82;10;6;2;0;2;6;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;6;6;1;2;1;7;7;40;60;50;50;;;;;2;2;2;2;1;1;1;1;1;2;1;1
2436;1;3;2;6;51;6;1;6;8;3;3;2;4;2;;4;3;;2;7;1;2;1;1;2;1;1;2;1;0;0;;;;1;1;0;4;4;4;4;;;;;1;51;6;5;4;1;0;5;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;7;1;2;1;7;5;10;90;30;70;;;;;2;2;3;2;2;1;2;1;1;1;2;1
2437;1;2;2;2;71;3;1;1;5;2;2;1;5;2;;1;1;2;2;8;2;2;1;1;1;1;1;2;2;480;16;;38;39;2;1;6;4;3;1;2;1;;;;1;71;3;5;2;0;0;1;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;6;1;1;1;1;1;6;1;;;;;10;;90;;2;3;3;4;2;3;2;3;3;2;2;1
2438;1;3;2;5;51;6;3;2;3;7;2;1;3;1;4;;1;;2;5;2;2;2;3;2;1;2;2;2;360;10;;;;0;1;1;4;3;4;3;3;;;;1;51;6;11;4;2;0;6;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;1;1;3;3;3;7;9;70;30;100;0;0;;;;1;2;3;3;1;1;3;3;1;3;1;1
2439;1;1;1;10;78;1;5;7;7;3;6;3;2;2;;2;3;;2;2;1;2;3;1;1;1;1;2;2;0;0;;;;1;0;0;4;4;4;4;;;;;1;78;1;3;2;0;1;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;7;3;0;100;20;80;;;;;2;2;2;2;1;1;2;1;1;1;1;1
2440;1;2;2;7;60;5;3;6;8;3;5;2;4;2;;2;3;;2;3;1;1;1;1;1;1;1;3;3;90;10;;70;;0;1;0;3;3;4;3;;;;;1;60;5;4;4;0;0;2;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;4;1;50;50;50;50;;;;;2;3;3;3;1;1;1;1;1;1;1;1
2441;1;1;1;8;35;8;4;1;4;3;4;9;7;2;;2;3;;1;8;1;1;1;1;1;4;4;1;1;60;2;;51;0;0;0;0;4;4;4;4;4;;;;1;35;8;4;4;2;0;3;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;8;9;0;100;0;100;0;;;;1;3;4;2;2;1;2;2;2;2;1;2
2442;1;3;1;8;37;2;1;5;8;3;4;2;8;2;;2;3;;2;7;2;2;2;3;2;1;1;3;2;720;8;;;;2;3;0;4;4;4;4;;;;;2;37;2;5;2;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;1;6;5;100;0;0;0;;;;;2;4;2;2;3;1;3;1;3;3;1;1
2443;1;1;2;9;78;1;5;7;7;5;6;4;8;2;;2;3;;2;1;1;2;6;2;2;1;2;4;2;360;15;;40;66;3;1;0;4;4;4;4;;;;;1;78;1;5;1;0;0;6;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;2;;2;;;;;;;;;;;;;;;;2;1;1;3;3;3;5;8;80;20;100;0;;;;;2;2;2;2;3;3;3;3;3;1;1;1
2444;1;1;2;7;62;5;3;1;4;2;4;8;2;1;2;;3;;2;10;2;2;1;1;2;1;2;2;2;75;15;;30;20;1;2;3;3;3;3;3;1;3;;;1;62;5;5;4;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;1;2;2;6;5;60;40;60;40;70;;2;;2;2;3;1;2;1;1;1;2;2;1;3
2445;1;3;2;2;6;12;4;1;3;1;3;7;1;2;;2;2;;1;6;2;3;2;3;2;2;1;3;3;360;4;;28;78;3;5;0;3;3;4;3;3;;;;2;63;11;5;2;0;0;6;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;1;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;7;1;1;1;3;3;6;6;30;70;50;50;5;;90;;2;2;2;2;1;3;3;1;1;1;1;1
