SERIAL;JOUR;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A7_0;A7_1;A7_2;A7_3;A7_4;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;ALEA;D1;D2;D3;D4_0;D4_1;D4_2;D5;D6
420;1;2;2;2;92;1;5;1;5;1;3;8;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;3;2;1;2;1;2;3;4;60;1;;;;;30;2;2;2;1;2;2;2;2;2;2;4;4;4;4;1;;;;1;92;1;2;1;0;0;5;1;2;2;3;3;3;3;1;3
421;1;1;1;7;30;10;2;1;4;5;1;5;7;2;;3;;2;;2;2;1;2;2;2;1;2;2;2;7;2;2;2;1;1;6;6;2;5;60;1;;;;;2;3;;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;30;10;6;2;0;0;5;2;3;3;1;2;2;2;1;1
422;1;2;2;3;25;3;4;1;5;1;3;1;4;1;3;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;3;3;3;2;1;1;2;5;0;;;;;;0;3;2;2;2;2;3;2;2;2;2;3;4;4;1;3;;;;1;25;3;2;1;0;0;5;2;3;3;1;1;1;1;1;3
423;1;2;2;1;17;9;1;2;5;1;1;2;8;2;;3;;2;;2;2;2;2;1;2;1;2;2;2;10;1;1;2;1;2;2;1;1;4;45;1;;;;;20;2;2;2;2;2;2;2;2;2;2;2;1;1;1;5;;;;1;17;9;4;2;0;0;4;1;2;2;2;1;1;1;1;2
424;1;2;1;10;94;1;5;7;7;3;1;3;10;2;;3;;2;;2;2;2;2;2;2;1;2;2;2;8;2;2;2;1;1;1;2;2;2;300;1;5;;;;3;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;94;1;4;3;0;0;3;2;2;5;2;3;2;2;1;1
425;1;1;1;8;94;1;5;1;4;3;4;7;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;30;3;;;;;2;3;;2;2;2;2;2;2;2;1;4;4;4;4;4;;;;1;94;1;6;4;1;0;5;1;5;5;3;1;1;1;1;1
426;1;1;2;10;25;3;4;7;7;5;1;9;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;2;1;2;1;6;0;;;;;;0;4;2;2;2;2;2;2;1;2;2;2;3;3;4;;;;;1;25;3;4;2;0;0;1;1;1;1;2;2;2;2;1;1
427;1;1;2;3;44;7;2;1;4;2;1;9;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;4;2;2;2;3;2;2;2;3;2;0;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;3;;;;1;44;7;4;2;0;0;6;1;1;1;3;2;2;2;2;2
428;1;2;2;10;92;1;5;7;7;3;1;8;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;2;17;9;5;2;0;2;4;2;1;1;3;2;2;2;1;1
429;1;2;1;3;67;6;4;1;5;7;1;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;2;2;1;1;2;5;90;1;2;;;;15;2;;2;2;2;2;2;2;2;2;4;4;4;3;1;;;;1;67;6;2;2;0;0;4;2;1;1;2;1;1;1;1;1
430;1;1;2;3;32;10;1;4;5;1;1;2;5;1;5;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;5;2;3;4;1;1;2;5;30;1;2;;;;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;7;;;;1;32;10;2;1;0;0;4;2;4;4;1;2;2;2;1;1
431;1;1;1;9;35;8;4;1;6;3;1;10;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;5;1;1;1;1;1;6;30;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;35;8;5;3;0;0;1;1;2;2;3;1;1;3;1;3
432;1;2;2;3;14;4;1;1;5;7;1;6;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;4;3;1;1;1;1;1;6;0;;;;;;0;2;2;2;3;2;2;2;2;2;2;3;3;3;3;4;;;;1;14;4;5;3;1;0;5;1;1;2;2;1;1;1;1;1
433;1;2;2;4;21;3;1;1;5;3;1;10;9;2;;3;;2;;2;1;2;1;1;1;2;2;2;2;10;1;2;2;6;1;1;2;2;3;90;1;4;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;21;3;5;4;2;0;4;2;2;3;1;1;1;1;1;1
434;1;2;1;1;59;5;4;1;3;4;3;1;6;2;;3;;2;;1;2;1;2;2;2;2;2;1;2;7;1;4;5;1;1;1;1;2;4;0;;;;;;3;3;;2;2;1;2;2;2;2;2;3;4;3;3;2;;;;1;59;5;3;1;0;0;6;2;2;5;3;3;3;3;1;1
435;1;1;2;3;77;1;5;1;3;3;1;8;4;2;;2;;2;;2;2;2;1;2;2;2;2;2;2;8;2;1;1;1;1;1;4;1;4;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;4;1;2;3;3;;;;1;77;1;6;4;0;0;5;1;3;2;3;1;1;1;1;3
436;1;2;1;6;35;8;1;1;4;4;1;3;6;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;9;2;1;2;2;3;2;2;2;2;510;1;4;;;;30;3;;2;2;2;2;2;2;2;2;4;3;4;3;1;;;;1;35;8;5;3;2;0;6;1;2;2;2;1;1;1;1;1
437;1;2;1;5;6;12;1;1;3;3;1;10;9;1;3;2;;2;;1;2;1;2;1;2;2;2;2;2;9;2;6;2;1;1;1;1;1;6;60;2;;;;;0;2;;2;2;2;2;3;3;2;2;4;3;3;3;5;;;;1;6;12;4;3;1;0;6;2;2;2;2;2;2;2;1;1
438;1;2;2;10;85;7;3;7;7;3;10;9;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;7;1;7;1;1;1;3;6;1;0;;;;;;0;4;2;2;2;2;2;2;2;2;3;5;4;3;1;;;;;1;85;7;7;3;0;0;4;2;5;5;3;2;2;3;1;2
439;1;1;2;3;69;11;4;5;8;1;1;8;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;2;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;1;4;3;;;;;1;69;11;3;1;0;0;2;1;5;5;3;3;3;2;1;3
440;1;2;2;1;56;8;1;8;8;1;8;7;2;1;6;3;;2;;2;2;2;2;2;2;2;2;2;2;5;3;3;3;3;3;3;3;4;3;0;;;;;;1;2;2;2;2;3;3;3;3;3;3;3;3;3;3;;;;;1;56;8;;3;0;3;3;1;5;5;3;3;3;2;3;3
441;1;1;2;1;54;6;4;8;8;1;8;7;9;1;2;3;;2;;2;2;1;2;2;2;2;2;2;2;10;1;6;1;2;1;1;1;1;2;0;;;;;;20;2;2;2;2;2;2;2;2;2;2;2;3;3;4;;;;;2;67;6;8;4;0;0;5;2;2;1;3;2;2;2;1;3
442;2;1;2;6;86;9;1;5;8;1;7;4;1;2;;2;;1;37.5;1;2;2;2;1;1;1;2;1;1;4;3;4;1;3;2;5;3;2;4;0;;;;;;3;3;2;2;1;1;2;1;2;2;2;3;3;2;2;;;;;1;86;9;2;3;2;1;1;1;3;3;1;2;2;2;2;2
443;1;1;2;1;75;1;5;1;6;3;8;1;3;2;;3;;2;;2;2;2;1;2;2;1;2;2;2;9;1;2;1;1;1;1;1;2;3;45;1;;;;;2;2;2;2;2;2;2;2;2;2;2;3;3;4;3;6;;;;1;75;1;5;4;2;0;5;2;2;5;3;1;1;1;1;1
444;1;2;2;3;95;1;5;1;4;2;8;1;2;1;4;1;2;2;;1;2;2;2;2;2;2;2;2;2;8;1;1;1;1;2;1;1;6;1;20;4;;;;;20;5;2;2;2;2;2;2;2;2;2;3;1;3;4;1;;;;1;95;1;4;3;1;0;6;2;2;2;2;1;2;2;1;3
445;1;1;1;6;83;12;2;1;5;3;1;6;8;1;3;2;;2;;1;2;2;1;2;2;2;2;2;2;8;2;1;2;2;2;1;1;2;3;10;2;;;;;1;3;;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;1;83;12;5;4;2;0;5;2;5;2;2;3;3;3;1;1
446;1;1;2;7;78;1;5;2;5;3;1;4;3;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;2;2;2;1;1;1;5;20;2;;;;;0;3;2;2;2;2;2;2;1;2;3;4;3;3;3;3;;;;2;74;11;10;5;1;2;5;2;2;5;3;1;1;1;1;3
447;1;1;2;2;94;1;5;1;4;2;1;8;5;1;2;3;;2;;1;2;1;2;1;2;2;2;2;2;9;1;2;1;2;1;1;2;1;6;60;2;;;;;1;4;2;2;2;2;2;3;2;2;2;4;4;4;4;5;;;;1;94;1;2;2;0;0;6;1;1;1;2;1;3;1;1;1
448;1;1;1;8;38;11;4;3;2;5;8;1;3;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;7;2;4;1;2;1;1;1;1;2;0;;;;;;5;2;;2;2;2;2;2;2;2;2;4;4;3;2;2;;;;1;38;11;10;3;0;1;6;2;2;4;1;1;1;1;1;1
449;1;1;2;1;92;1;5;1;5;2;3;10;6;2;;3;;2;;2;2;2;2;2;2;2;1;2;2;10;1;1;2;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;2;3;5;;;;1;92;1;2;2;0;0;6;2;2;3;3;1;1;1;1;1
450;1;2;2;4;22;8;1;1;5;3;1;7;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;3;1;2;1;1;1;6;0;;;;;;0;2;2;2;2;1;2;2;2;2;2;3;1;3;4;3;;;;1;22;8;8;4;2;0;5;1;2;2;3;3;1;2;1;1
451;1;1;2;4;60;5;2;1;5;2;1;7;2;2;;3;;2;;1;2;2;2;2;2;1;2;2;2;10;1;1;1;1;1;1;1;2;4;0;;;;;;0;3;2;2;2;1;2;2;2;2;2;3;1;1;3;5;;;;1;60;5;6;6;4;0;3;2;1;3;2;1;1;1;1;3
452;1;1;2;10;75;1;5;7;7;3;1;8;3;1;3;2;;2;;1;2;2;2;1;2;2;1;1;2;7;1;4;2;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;1;2;2;4;2;4;4;;;;;2;46;10;6;2;0;2;6;1;2;2;3;1;1;1;1;1
453;1;2;2;3;91;1;5;1;5;3;3;2;1;1;2;1;;1;39.5;1;1;1;2;1;1;2;1;1;2;10;1;1;3;1;1;1;1;1;4;60;1;;;;;4;2;2;1;2;2;2;3;2;2;1;1;1;2;1;3;;;;1;91;1;5;5;3;0;3;1;1;1;2;1;1;1;1;2
454;1;2;1;10;40;9;2;1;3;3;4;8;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;1;2;2;3;3;4;4;3;;;;1;40;9;7;2;0;0;6;2;2;3;1;1;3;1;1;3
455;1;2;2;3;33;9;4;6;8;3;1;8;9;1;6;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;2;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;1;1;1;1;;;;;1;33;9;3;3;1;0;5;1;1;2;3;1;1;1;1;1
456;1;2;2;2;38;11;1;1;4;2;8;1;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;5;5;6;1;2;2;1;1;6;0;;;;;;0;4;1;2;2;2;2;2;2;2;2;3;4;4;1;6;;;;1;38;11;3;1;0;0;5;2;1;3;3;1;1;1;1;1
457;2;2;2;2;13;12;4;2;5;3;8;1;9;1;4;2;;2;;2;2;2;2;2;2;2;2;2;2;10;2;3;1;1;1;1;1;1;2;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;1;1;3;2;5;;;;1;13;12;4;3;1;0;7;1;4;4;1;1;1;1;1;1
458;1;2;1;2;45;2;1;1;4;7;2;8;1;1;5;2;;2;;2;2;2;2;2;2;2;2;2;2;7;1;3;1;2;1;1;1;1;6;620;4;;;;;2;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;45;2;6;2;0;0;5;2;4;4;1;1;1;1;1;1
459;1;1;2;10;82;10;1;7;7;7;1;3;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;6;1;3;1;1;1;1;2;60;1;;;;;5;3;2;2;2;2;2;2;1;2;2;4;3;4;4;;;;;1;82;10;5;2;0;2;6;1;5;2;2;1;1;1;1;1
460;1;2;2;1;56;8;2;5;8;2;1;7;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;6;3;3;1;2;1;1;6;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;3;4;4;3;;;;;1;56;8;4;3;1;0;5;1;2;3;3;1;1;1;1;1
461;1;2;2;1;60;5;1;8;8;1;1;2;11;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;8;1;2;2;1;2;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;2;3;3;;;;;1;60;5;6;4;1;0;5;2;1;2;3;1;2;2;1;1
462;1;1;2;8;59;5;4;6;8;3;1;3;4;1;3;3;;2;;2;2;1;2;2;2;2;2;2;1;10;1;6;1;1;6;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;1;2;2;3;1;1;2;;;;;1;59;5;4;3;0;3;5;1;1;1;2;1;1;1;1;1
463;1;2;2;1;82;10;2;2;5;2;6;1;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;2;1;2;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;1;1;2;2;3;5;;;1;82;10;6;4;1;0;6;1;1;1;2;1;1;1;1;1
464;1;2;2;3;89;3;3;1;3;3;1;2;3;2;;3;;2;;1;2;2;2;1;2;2;2;1;2;8;1;7;1;1;1;6;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;89;3;6;5;3;0;6;1;1;2;2;1;1;1;1;1
465;1;1;2;3;95;1;5;1;3;1;1;5;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;2;1;2;2;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;3;;;;1;95;1;2;1;0;0;6;2;2;2;3;1;1;1;1;1
466;1;2;1;5;59;5;4;1;5;4;8;4;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;2;3;6;4;4;1;1;1;1;5;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;59;5;5;2;0;1;4;1;2;2;2;1;1;1;1;1
467;1;2;1;10;91;1;5;7;7;5;8;4;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;6;1;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;91;1;4;1;0;1;4;1;2;2;2;1;1;1;1;3
468;1;1;2;10;78;1;1;7;7;5;1;10;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;3;3;3;1;1;1;1;6;45;2;5;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;1;1;;;;;1;78;1;4;1;0;0;5;2;2;3;2;1;1;1;1;1
469;1;2;1;7;33;9;2;1;5;3;1;9;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;2;1;2;2;2;6;6;840;4;;;;;60;2;;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;1;33;9;5;4;2;0;5;2;1;1;2;1;1;1;1;1
470;1;1;2;1;10;6;1;8;8;1;1;10;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;2;6;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;4;2;4;3;;;;;1;10;6;5;4;4;0;4;1;5;3;3;1;1;1;1;1
471;1;1;1;10;84;12;4;7;7;3;1;3;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;84;12;6;2;0;2;5;1;1;1;2;3;3;1;1;3
472;1;1;2;10;28;2;1;7;7;6;9;10;2;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;2;2;2;1;1;1;6;0;;;;;;0;2;2;2;1;2;2;2;2;2;2;1;1;1;1;;;;;1;28;2;4;1;0;0;3;1;4;4;1;3;3;3;1;1
473;1;2;1;9;94;1;5;7;7;5;1;4;3;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;8;2;2;4;4;2;1;3;2;2;90;1;;;;;5;3;;2;2;2;2;2;2;2;2;4;3;3;3;;;;;1;94;1;3;1;0;0;5;2;1;2;3;2;1;1;1;1
474;1;2;1;1;7;11;3;8;8;1;3;1;11;2;;3;;1;36.5;1;2;1;1;2;2;2;2;2;2;5;1;4;2;3;1;1;2;1;2;0;;;;;;3;2;;2;2;2;2;2;2;2;2;3;3;4;3;;;;;1;7;11;5;3;0;0;5;1;3;3;2;2;2;2;2;2
475;1;2;2;5;86;9;4;1;4;2;1;4;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;2;6;0;;;;;;0;2;2;2;2;2;2;2;2;1;2;3;3;3;3;3;;;;1;86;9;5;3;1;0;5;1;1;1;3;1;1;1;1;1
476;1;2;2;9;6;12;4;5;8;6;1;2;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;6;1;6;0;;;;;;0;4;2;2;2;2;2;2;1;1;2;1;1;1;4;;;;;1;6;12;3;2;0;0;6;2;2;5;3;1;1;1;1;1
477;1;1;2;9;92;1;5;7;7;7;3;1;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;2;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;3;2;;;;;1;92;1;6;2;0;0;4;1;2;2;3;3;1;1;1;3
478;1;2;2;2;77;1;5;6;8;3;1;8;4;2;;3;;1;0.0;2;2;2;2;1;2;2;2;2;2;10;1;2;1;1;2;1;1;1;6;60;1;;;;;12;2;2;2;2;2;2;2;2;2;2;1;1;4;2;;;;;1;77;1;3;2;0;0;4;2;1;2;2;1;1;3;1;3
479;1;1;1;10;24;9;1;7;7;3;1;3;9;1;3;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;3;1;2;2;1;1;1;6;45;1;;;;;1;4;;2;2;2;2;2;1;3;2;2;2;4;1;;;;;1;24;9;4;2;0;0;4;2;3;3;3;1;1;1;1;1
480;1;2;2;8;41;2;3;1;5;5;1;8;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;2;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;2;1;2;2;5;;;;2;41;2;5;2;0;0;4;2;3;3;1;1;1;1;1;3
481;1;2;1;3;49;7;2;1;6;3;3;1;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;1;1;1;1;2;1;3;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;49;7;10;2;0;0;4;1;2;4;3;1;1;1;1;1
482;1;2;2;10;13;12;4;3;4;6;4;1;6;1;3;2;;2;;1;2;1;2;2;2;1;2;2;2;10;1;1;1;2;1;1;2;2;2;60;1;2;;;;0;1;2;2;2;3;3;2;2;2;2;3;3;3;3;2;;;;1;13;12;5;3;0;2;6;1;3;4;1;1;1;3;1;2
483;1;1;1;8;30;10;2;4;6;5;8;1;2;2;;3;;2;;1;2;2;2;1;2;2;1;2;2;10;2;2;1;1;1;1;1;2;6;0;;;;;;0;4;;2;2;2;2;2;1;2;2;1;1;1;1;5;;;;1;30;10;2;1;0;0;3;2;4;4;1;1;1;1;1;1
484;1;1;1;9;76;4;4;7;7;3;1;3;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;6;3;1;1;7;1;2;6;90;1;3;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;76;4;5;2;0;0;4;1;5;5;3;3;3;3;1;3
485;1;1;2;6;29;8;1;1;6;4;1;5;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;4;1;1;1;1;2;6;495;4;;;;;0;3;2;2;2;2;2;2;2;2;3;2;1;1;4;1;;;;1;29;8;5;2;1;0;4;1;2;2;3;1;3;1;1;3
486;1;1;1;9;80;5;3;5;8;5;6;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;3;4;2;1;1;2;6;60;1;;;;;0;3;;1;2;2;2;2;2;2;2;2;3;4;3;;;;;1;80;5;4;1;0;0;4;2;5;5;3;1;1;3;1;3
487;2;2;2;1;76;4;2;1;2;2;3;4;2;2;;2;;2;;2;2;1;2;2;2;2;2;2;2;8;2;1;2;2;1;1;1;1;6;60;5;;;;;1;1;2;2;2;2;2;2;2;2;2;4;3;4;3;5;;;;1;76;4;3;2;0;0;6;2;1;1;3;1;1;1;1;1
488;1;2;1;3;67;6;4;1;4;2;9;5;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;3;3;1;2;4;1;1;4;0;;;;;;0;3;;2;2;2;2;3;2;2;2;4;4;4;4;3;;;;1;67;6;5;4;2;0;6;2;3;3;1;2;2;2;2;2
489;1;1;2;3;9;10;3;1;5;2;1;8;2;1;3;2;;1;39.6;1;2;1;1;1;2;2;1;2;2;8;2;3;2;2;3;1;2;2;6;120;1;;;;;15;1;2;2;2;1;2;2;2;2;2;3;3;3;3;5;;;;1;9;10;5;5;1;1;5;2;3;3;1;2;2;2;1;1
490;1;1;1;8;30;10;4;1;6;3;1;9;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;6;1;1;1;1;1;2;4;0;;;;;;0;3;;2;2;2;2;2;1;2;2;4;4;4;4;1;;;;1;30;10;4;3;0;0;3;1;5;5;3;1;1;1;1;3
491;1;3;2;8;6;12;4;1;4;1;1;3;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;6;12;2;1;1;0;6;2;3;3;3;2;2;2;1;2
492;1;1;1;4;67;6;4;1;3;3;1;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;6;45;1;;;;;1;2;;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;67;6;3;4;2;0;6;1;1;1;2;1;1;1;1;1
493;1;1;2;4;33;9;4;1;5;3;1;10;4;1;2;3;;2;;2;1;1;1;1;2;2;2;1;2;10;2;6;2;2;1;1;1;1;6;0;;;;;;0;2;2;2;2;3;2;2;3;3;2;4;1;3;3;4;;;;1;33;9;4;4;2;0;3;2;2;5;3;3;3;2;1;1
494;1;2;2;3;25;3;4;1;5;1;1;3;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;4;4;1;2;1;1;1;2;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;25;3;2;1;0;0;6;1;2;2;2;1;3;3;1;1
495;1;2;2;3;95;1;5;6;8;3;1;7;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;2;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;;;;;1;95;1;;6;3;0;6;1;2;2;3;3;1;3;3;3
496;1;1;1;5;40;9;1;1;4;1;2;3;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;3;4;2;4;2;1;2;2;6;60;2;;;;;0;3;;2;2;3;2;2;2;2;2;4;3;2;3;5;;;;1;40;9;5;3;2;0;5;2;4;4;1;1;1;1;1;3
497;1;1;2;8;40;9;1;6;8;3;1;8;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;6;1;1;1;1;1;1;6;50;2;;;;;0;4;2;3;2;1;2;2;2;2;2;3;3;3;3;;;;;1;40;9;6;2;0;0;5;1;3;4;1;1;1;1;1;1
498;1;2;2;9;69;11;4;7;7;4;3;8;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;3;0;;;;;;1;2;2;2;2;3;2;2;2;2;2;4;3;3;4;;;;;1;69;11;3;2;0;0;6;2;5;4;1;2;1;2;1;1
499;1;1;1;9;77;1;5;7;7;3;4;8;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;2;1;2;3;3;0;;;;;;1;2;;2;2;2;2;2;1;2;2;4;4;1;4;;;;;1;77;1;6;2;0;1;5;2;3;4;1;3;2;2;1;1
500;1;1;2;3;69;11;4;1;4;7;9;6;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;1;8;2;3;3;1;1;1;1;2;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;4;4;3;;;;1;69;11;4;2;0;0;6;1;1;4;1;1;1;1;1;1
501;1;2;1;4;59;5;4;1;5;7;1;6;5;2;;2;;2;;2;2;2;2;2;2;2;1;2;2;8;1;2;1;1;2;1;1;2;2;150;1;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;3;3;3;;;;1;59;5;4;2;2;0;5;2;1;2;2;3;3;3;1;3
502;1;1;1;6;62;5;3;4;4;1;2;4;6;2;;3;;2;;2;2;1;1;1;2;1;1;1;2;5;2;3;2;3;1;1;1;1;3;0;;;;;;0;1;;2;2;1;2;2;2;1;3;3;3;3;2;5;;;;1;62;5;3;1;0;0;6;2;3;4;1;1;1;1;1;1
503;1;1;1;1;92;1;5;8;8;1;3;6;1;2;;2;;2;;2;2;2;2;2;2;2;1;2;2;7;1;2;1;2;2;1;2;2;6;55;2;;;;;2;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;92;1;5;4;1;0;4;2;2;2;2;1;1;1;1;3
504;1;2;1;5;76;4;4;1;6;7;1;4;5;2;;4;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;2;2;1;1;1;1;6;0;;;;;;1;2;;2;2;1;2;2;1;2;2;3;3;3;3;4;;;;1;76;4;5;4;2;0;3;2;2;2;3;2;2;2;1;2
505;1;2;2;3;62;5;3;1;3;3;9;3;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;4;3;4;6;3;3;3;3;3;3;0;;;;;;0;4;2;3;3;3;3;3;3;3;3;4;4;4;4;3;;;;1;62;5;7;6;4;0;4;1;3;3;3;2;3;2;3;3
506;1;2;2;1;69;11;4;8;8;2;10;1;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;2;3;1;4;1;2;1;1;0;;;;;;0;2;2;2;2;1;2;2;2;2;2;3;3;3;4;;;;;1;69;11;6;3;0;1;6;2;5;5;3;1;1;1;1;3
507;1;2;2;3;22;8;3;1;5;2;11;11;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;6;30;2;;;;;0;4;2;2;2;2;2;2;3;2;2;4;1;1;4;4;;;;1;22;8;5;4;2;0;1;1;1;5;3;3;3;3;1;1
