SERIAL;JOUR;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A7_0;A7_1;A7_2;A7_3;A7_4;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;ALEA;D1;D2;D3;D4_0;D4_1;D4_2;D5;D6
2422;2;1;1;6;79;9;2;1;4;3;1;3;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;2;2;1;2;2;1;3;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;79;9;5;3;2;0;4;1;2;2;3;1;1;1;1;1
2423;2;1;2;8;60;5;1;6;8;3;1;4;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;3;4;;;;;1;60;5;5;2;0;0;3;1;4;4;1;2;2;2;3;3
2424;2;2;2;2;90;3;3;4;6;1;8;5;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;7;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;90;3;3;1;0;0;1;2;4;4;1;2;2;2;1;1
2425;2;1;2;10;37;2;2;7;7;5;1;8;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;4;6;2;1;1;4;0;;;;;;0;3;2;2;2;1;2;2;1;2;2;4;4;4;4;;;;;1;37;2;3;1;0;1;3;2;5;5;3;1;1;1;1;3
2426;2;1;2;10;49;7;4;7;7;1;1;4;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;4;1;2;1;1;2;6;30;1;2;;;;10;4;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;49;7;2;1;0;1;3;1;3;4;1;1;1;1;1;1
2427;2;1;1;7;92;1;5;5;8;7;1;8;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;1;3;;1;2;2;2;2;2;2;2;4;3;4;4;;;;;1;92;1;8;2;0;0;5;2;4;3;1;1;1;1;1;1
2428;2;1;1;3;93;1;5;1;3;1;1;9;2;1;4;2;;2;;2;2;1;1;1;2;2;2;2;2;8;2;4;2;3;2;1;2;3;3;480;1;4;;;;20;3;;2;2;2;2;2;2;2;2;4;3;3;3;1;;;;1;93;1;2;3;0;0;6;2;2;2;3;1;1;1;1;3
2429;2;1;2;9;75;1;5;7;7;5;1;10;3;2;;3;;2;;2;2;2;2;2;2;2;1;2;2;10;2;6;1;2;1;1;1;1;2;30;1;;;;;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;;;;;1;75;1;3;1;0;0;3;2;1;1;3;1;1;1;1;1
2430;2;2;2;5;75;1;5;1;5;2;9;1;10;2;;3;;2;;1;2;1;2;2;2;2;2;2;2;7;1;2;1;1;2;1;1;2;6;0;;;;;;0;5;2;2;2;2;2;1;3;2;2;2;3;3;3;3;;;;2;6;12;5;3;0;0;5;2;2;3;3;3;1;1;1;1
2431;2;1;2;5;6;12;4;1;3;3;2;1;8;2;;3;;2;;1;2;2;2;2;2;2;2;2;2;8;3;2;3;2;1;2;1;2;2;0;;;;;;0;3;2;2;2;2;2;2;1;2;2;3;3;3;2;3;;;;1;6;12;4;2;2;0;6;2;2;4;1;1;1;1;1;1
2432;2;1;1;5;14;4;1;1;5;7;2;9;1;2;;2;;2;;2;2;2;1;2;2;1;2;1;2;5;3;4;4;2;5;2;2;2;4;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;14;4;7;4;2;0;4;1;2;2;2;1;1;1;1;1
2433;2;1;1;4;76;4;1;1;5;1;1;8;3;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;60;2;;;;;0;4;;2;2;1;2;2;2;2;2;4;4;4;4;5;;;;1;76;4;2;2;0;0;5;1;2;4;1;1;1;1;1;1
2434;2;2;1;4;74;11;4;1;2;3;3;1;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;3;1;1;1;1;1;2;2;120;1;2;;;;2;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;74;11;;4;2;0;5;2;3;3;3;2;2;2;1;2
2435;2;1;2;1;37;2;4;1;5;1;1;3;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;2;1;1;2;3;180;4;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;1;3;;;1;37;2;6;3;0;0;6;1;1;1;2;1;1;1;1;2
2436;2;1;1;10;59;5;1;7;7;3;1;6;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;4;1;1;1;1;2;2;4;60;2;;;;;0;1;;2;2;2;2;2;1;2;2;3;2;3;4;;;;;1;59;5;6;2;0;0;4;1;3;3;1;1;1;1;1;1
2437;2;1;2;10;56;8;2;7;7;3;1;6;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;56;8;6;2;0;1;6;2;2;2;2;3;3;3;3;2
2438;2;1;2;10;84;12;4;7;7;3;1;10;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;4;1;1;6;1;6;1;6;60;1;;;;;0;3;2;2;2;2;2;2;2;2;2;4;3;4;4;;;;;1;84;12;6;2;0;1;3;1;1;1;3;1;3;3;1;3
2439;2;2;2;10;75;1;5;7;7;5;1;8;9;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;10;1;1;1;1;2;1;1;2;1;0;;;;;;0;4;2;2;2;1;2;2;1;1;2;3;3;2;3;;;;;1;75;1;3;1;0;0;5;2;1;1;2;1;1;1;1;1
2440;2;1;1;7;34;10;3;1;5;3;1;8;7;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;2;2;3;480;4;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;34;10;6;3;1;0;5;1;1;2;2;1;1;1;1;1
2441;2;1;2;2;45;2;4;1;5;3;1;6;2;1;3;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;3;4;3;3;5;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;45;2;4;2;0;0;6;1;2;2;3;3;3;3;1;3
2442;2;1;2;1;67;6;4;8;8;1;5;9;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;1;1;2;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;3;;;;;1;67;6;7;3;0;0;6;1;2;3;3;3;2;2;1;3
2443;2;1;1;3;75;1;5;1;3;1;1;6;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;4;2;2;2;2;2;2;6;120;3;;;;;1;2;;2;2;2;2;2;2;2;2;2;3;3;3;1;3;;;1;75;1;2;1;0;0;6;1;2;3;3;1;1;1;1;1
2444;2;1;2;3;69;11;4;6;8;1;1;3;8;2;;3;;1;0.0;2;2;1;1;2;2;1;1;2;2;9;1;1;1;1;1;1;1;2;6;60;1;;;;;0;3;2;2;2;2;2;2;1;2;2;1;1;2;1;;;;;1;69;11;5;5;3;0;4;2;1;1;2;1;1;1;1;1
2445;2;1;2;8;33;9;1;2;5;5;5;1;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;6;6;210;4;;;;;0;3;2;2;2;2;2;2;2;2;2;1;2;3;1;1;;;;1;33;9;5;4;0;0;4;1;5;5;3;1;1;1;1;1
2446;2;1;2;7;38;11;4;2;5;3;1;8;3;2;;2;;2;;2;2;2;2;2;2;2;1;2;2;10;2;1;2;2;2;1;1;6;1;405;4;;;;;50;3;2;2;2;1;2;2;2;3;2;2;1;1;1;1;;;;1;38;11;4;4;0;0;5;1;3;2;3;3;3;3;1;3
2447;2;1;1;4;33;9;4;3;3;3;2;1;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;1;1;2;2;4;60;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;1;33;9;3;3;1;0;6;1;3;3;3;1;1;1;1;1
2448;2;1;1;5;69;11;3;1;6;3;1;2;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;2;1;1;2;1;1;2;4;60;1;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;3;;;1;69;11;5;4;1;0;4;2;1;1;3;3;3;3;1;1
2449;2;1;1;8;69;11;3;1;4;3;3;7;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;2;2;1;1;1;1;1;5;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;69;11;6;3;0;0;4;1;5;3;3;1;1;1;1;3
2450;2;1;2;9;17;9;1;7;7;3;1;10;9;2;;3;;2;;2;2;2;2;1;2;2;1;2;2;9;1;2;2;1;2;1;1;2;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;3;4;;;;;1;17;9;6;2;0;0;4;1;4;3;3;1;1;1;1;3
2451;2;1;2;5;42;11;4;6;8;3;1;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;42;11;5;5;2;0;4;2;1;1;2;1;1;1;1;1
2452;2;1;2;3;49;7;4;6;8;3;1;8;7;1;6;3;;2;;2;2;1;2;1;2;2;1;2;2;8;2;6;3;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;3;2;2;1;3;2;;;;;1;49;7;5;5;3;0;6;1;2;2;2;1;1;1;1;1
2453;2;1;2;10;27;4;3;7;7;3;1;4;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;3;4;1;1;1;1;2;5;30;1;;;;;10;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;27;4;6;2;0;0;5;1;3;3;3;3;3;3;1;3
2454;2;2;1;10;93;1;5;7;7;3;1;8;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;2;1;1;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;1;2;2;4;4;4;3;;;;;1;93;1;4;3;0;0;5;2;3;4;1;1;1;1;1;3
2455;2;1;2;7;68;6;2;1;5;2;4;3;8;2;;2;;2;;2;2;2;2;1;2;2;2;2;2;9;1;1;2;1;1;1;1;2;3;60;1;4;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;2;1;1;;;;1;68;6;4;2;0;0;4;2;2;5;2;1;1;1;1;1
2456;2;1;2;10;66;10;3;7;7;6;5;1;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;2;2;3;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;3;;;;;1;66;10;6;1;0;1;2;1;4;2;3;3;1;1;1;3
2457;2;1;2;7;64;9;4;1;4;2;6;1;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;2;1;2;2;6;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;64;9;4;2;0;0;6;2;2;2;3;1;1;1;1;1
2458;2;1;2;4;26;11;4;1;5;1;8;3;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;5;5;5;1;5;5;1;5;45;1;2;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;3;5;;;;1;26;11;;1;0;0;6;2;4;4;1;2;3;2;1;1
2459;2;2;2;2;10;6;4;6;8;2;5;1;7;2;;3;;2;;2;2;2;1;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;6;60;1;;;;;4;4;2;2;2;2;2;2;2;2;2;4;4;3;3;;;;;1;10;6;5;5;3;0;1;1;3;3;1;1;1;1;1;1
2460;2;1;1;7;8;6;3;1;3;3;1;3;10;1;5;1;2;2;;1;2;2;2;2;2;2;2;2;2;8;1;3;2;3;3;1;1;1;6;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;2;4;3;3;;;;1;8;6;5;2;0;0;6;2;4;4;1;1;1;1;1;1
2461;2;1;2;4;13;12;4;1;5;7;1;6;7;1;3;2;;2;;2;2;2;2;2;2;2;2;1;2;9;1;4;2;1;1;1;1;1;4;75;2;4;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;3;3;4;;;;1;13;12;3;3;1;0;4;1;3;3;3;1;1;3;1;1
2462;2;2;1;4;95;1;5;1;5;3;1;2;11;2;;3;;2;;2;2;2;2;2;2;2;1;2;2;8;1;1;1;2;2;1;1;1;2;60;1;2;;;;10;3;;2;2;2;2;2;2;2;2;4;3;4;3;5;;;;2;95;1;3;3;1;0;5;2;5;5;3;2;2;2;1;2
2463;2;2;2;5;31;10;2;1;4;3;1;8;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;4;5;;;;1;31;10;4;4;2;2;5;2;5;5;3;1;1;1;1;3
2464;2;2;1;2;33;9;4;1;5;1;1;10;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;0;;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;4;3;4;;;;1;33;9;2;1;0;0;3;2;4;4;1;1;1;1;3;2
2465;2;1;2;7;4;12;2;3;3;3;1;6;7;1;2;1;;2;;2;2;1;2;1;2;2;2;2;2;8;3;6;3;1;1;1;1;1;6;0;;;;;;0;2;2;1;2;2;2;2;2;2;2;4;3;3;1;3;;;;1;4;12;5;3;0;0;6;1;2;2;3;1;1;1;1;1
2466;2;3;2;3;76;4;4;2;4;3;1;3;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;4;1;1;2;6;30;1;;;;;3;2;2;2;2;2;2;2;2;2;2;3;3;4;3;3;;;;1;76;4;6;4;2;0;5;2;5;5;3;2;2;2;1;2
2467;2;3;2;5;10;6;4;4;4;1;1;6;3;2;;3;;2;;1;2;2;2;2;2;1;1;2;2;9;2;6;6;2;1;6;6;1;6;0;;;;;;0;4;2;2;2;1;2;2;2;2;2;4;2;2;4;2;;;;1;10;6;2;1;0;0;5;2;1;1;3;1;1;1;1;1
2468;2;1;1;7;21;3;2;1;3;3;1;9;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;2;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;4;3;3;;;;1;21;3;7;4;0;0;5;1;1;1;1;1;1;1;1;1
2469;2;1;2;7;78;1;5;7;7;5;2;10;1;1;2;3;;2;;2;2;2;2;1;2;2;2;2;2;6;2;6;4;1;1;2;1;2;6;0;;;;;;0;2;2;2;2;2;2;2;2;1;1;3;4;4;3;;;;;1;78;1;5;2;0;0;4;1;4;4;1;2;1;1;1;1
2470;2;1;1;4;42;11;4;1;6;7;1;4;3;2;;3;;2;;1;2;2;2;2;2;2;2;2;2;10;1;5;2;3;2;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;1;2;3;3;4;3;3;;;;1;42;11;4;2;0;0;5;2;1;2;2;1;1;1;1;1
2471;2;1;1;9;78;1;5;7;7;1;1;3;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;2;1;1;2;3;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;78;1;4;1;0;0;5;2;3;3;3;2;2;2;2;3
2472;2;2;1;5;45;2;1;1;6;2;1;2;9;2;;3;;2;;1;2;2;2;1;2;2;1;2;2;8;1;2;1;1;1;1;1;2;5;240;1;;;;;2;2;;2;2;2;3;2;2;2;2;4;4;4;4;5;;;;1;45;2;5;6;4;0;5;2;3;3;3;1;1;1;1;2
2473;2;3;2;9;75;1;5;7;7;3;1;6;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;1;2;1;1;1;2;2;35;1;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;;;;;1;75;1;3;2;0;0;4;1;2;2;2;1;1;1;1;3
2474;2;2;1;6;59;5;4;4;4;1;4;1;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;3;1;1;1;1;1;2;6;10;1;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;3;3;5;;;;1;59;5;2;1;0;0;6;1;4;4;1;1;2;2;1;1
2475;2;2;1;3;21;3;2;1;6;7;3;1;4;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;2;1;1;2;4;540;4;;;;;2;4;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;21;3;4;4;2;0;4;1;2;3;3;1;1;1;1;3
2476;2;1;1;6;78;1;5;1;4;3;8;1;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;1;2;6;60;4;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;78;1;3;3;1;0;6;2;2;2;2;2;2;2;1;3
2477;2;1;2;4;62;5;4;4;5;3;1;3;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;3;3;3;1;1;1;1;3;90;1;;;;;20;4;2;2;2;2;2;2;2;2;2;4;4;4;4;6;;;;1;62;5;7;5;3;0;4;2;2;5;3;1;1;1;1;1
2478;2;3;2;3;45;2;3;1;5;2;1;8;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;1;2;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;5;;;;1;45;2;4;3;1;0;6;1;4;4;1;1;1;1;1;2
2479;2;2;1;4;93;1;5;1;5;3;1;8;2;2;;3;;2;;3;2;2;3;2;2;2;2;2;2;9;1;1;4;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;4;4;4;;;;1;93;1;3;2;2;0;6;1;3;5;3;1;1;1;1;1
2480;2;1;1;10;90;3;2;7;7;3;1;8;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;2;0;;;;;;1;4;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;90;3;4;2;0;0;4;1;1;1;2;1;1;1;1;1
2481;2;2;2;4;13;12;4;1;5;3;8;7;4;1;3;3;;2;;1;1;1;1;2;2;2;2;2;2;4;1;3;4;4;2;4;4;2;2;60;1;2;;;;2;2;2;2;3;3;2;2;2;2;2;4;3;3;2;6;;;;1;13;12;4;6;4;2;3;1;4;3;1;2;2;2;2;2
2482;2;2;2;1;59;5;4;8;8;1;3;1;10;2;;2;;2;;2;2;1;1;1;2;2;2;2;2;8;1;1;1;5;1;1;1;1;6;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;2;3;3;3;;;;;1;59;5;3;1;0;0;6;2;3;4;1;1;3;3;1;1
2483;2;2;2;6;31;10;4;6;8;3;8;7;2;2;;3;;2;;2;2;1;1;2;2;2;2;1;2;10;1;4;1;1;1;1;1;1;1;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;1;31;10;5;3;1;0;5;1;5;5;1;2;2;2;1;3
2484;2;2;2;1;41;2;3;8;8;1;3;5;6;2;;3;;2;;1;2;2;2;2;2;2;2;2;1;6;1;3;1;1;2;3;1;2;4;0;;;;;;0;2;2;2;2;2;2;3;2;3;2;1;2;1;2;;;;;1;41;2;5;3;1;0;4;2;3;3;1;1;3;1;1;3
2485;2;2;1;1;21;3;4;8;8;1;1;8;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;1;2;6;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;21;3;6;5;2;0;5;2;1;1;2;1;1;1;1;1
2486;2;1;2;3;75;1;5;1;4;1;2;5;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;6;5;5;6;4;4;5;5;5;4;18;1;3;;;;5;1;2;2;2;2;2;2;2;2;2;1;1;3;1;3;5;;;1;75;1;1;1;0;1;6;1;4;4;1;2;3;3;3;3
2487;2;1;1;5;84;12;4;1;4;5;1;5;2;2;;3;;2;;1;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;1;0;;;;;;0;2;;2;2;2;1;2;2;2;2;3;4;4;4;5;;;;1;84;12;4;4;2;0;5;2;1;2;2;1;1;1;1;1
2488;2;1;2;4;67;6;4;1;5;1;3;8;6;2;;3;;2;;1;2;1;2;2;2;2;2;2;2;8;2;3;1;1;1;1;1;2;6;65;1;5;;;;12;2;2;2;2;2;2;2;2;2;2;1;4;2;2;5;;;;1;67;6;4;2;1;0;4;2;2;5;3;1;1;1;1;1
2489;2;2;1;7;52;6;2;1;6;1;2;5;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;3;3;4;1;3;0;;;;;;0;3;;2;3;3;2;3;2;2;2;2;4;4;4;5;;;;1;52;6;5;4;0;0;3;2;1;2;3;1;1;1;1;1
2490;2;1;2;9;48;10;1;7;7;6;1;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;6;1;2;1;1;1;1;6;0;;;;;;0;5;2;2;2;2;2;2;2;2;2;3;1;3;2;;;;;1;48;10;5;1;0;0;4;2;2;2;2;1;1;1;1;1
2491;2;1;2;4;59;5;4;1;3;3;1;6;3;2;;3;;2;;2;2;2;2;2;2;2;2;1;2;9;2;3;3;1;1;1;1;1;5;0;;;;;;0;1;2;2;1;2;2;1;2;1;1;1;1;2;3;4;;;;1;59;5;6;2;1;0;6;2;1;1;2;1;1;1;1;1
2492;2;1;2;9;62;5;4;7;7;5;1;2;6;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;10;1;3;1;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;1;3;1;2;;;;;1;62;5;6;3;0;0;2;1;2;2;2;1;1;1;1;3
2493;2;1;2;10;91;1;3;7;7;6;1;8;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;4;1;1;1;1;1;2;4;0;;;;;;0;2;2;2;1;1;2;2;2;1;2;4;3;4;4;;;;;1;91;1;6;1;0;0;5;1;1;1;2;1;1;1;1;1
2494;2;1;1;10;38;11;3;7;7;3;1;6;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;6;6;2;1;2;1;2;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;38;11;6;2;0;0;4;1;2;2;2;1;1;1;1;1
2495;2;2;2;3;28;2;1;1;4;7;8;7;6;1;3;3;;2;;2;2;2;2;2;2;1;2;2;2;7;1;4;1;1;2;2;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;28;2;5;2;1;0;5;2;1;2;2;1;1;1;1;1
2496;2;1;1;9;60;5;1;7;7;3;1;10;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;1;4;1;1;1;1;1;3;55;2;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;60;5;6;2;0;0;3;2;2;1;2;1;1;1;1;1
2497;2;1;2;5;80;5;1;4;5;4;1;7;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;1;2;1;1;1;1;4;10;5;;;;;1;4;2;2;2;2;2;2;2;2;2;4;4;1;4;2;;;;1;80;5;4;3;2;0;3;1;5;3;2;2;3;3;1;1
2498;2;2;1;4;34;10;4;1;5;2;8;5;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;1;10;1;1;1;1;1;2;1;2;3;0;;;;;;0;2;;2;2;2;2;2;2;2;2;2;2;2;2;5;;;;1;34;10;3;2;1;0;4;2;1;2;3;1;1;1;1;1
2499;2;1;2;7;6;12;1;1;5;2;1;8;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;1;3;0;;;;;;0;3;2;2;2;1;2;2;2;2;2;3;3;3;4;3;;;;1;6;12;3;2;0;1;5;1;5;4;3;1;1;2;1;1
2500;2;2;2;3;27;4;1;1;3;7;8;5;7;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;10;2;2;1;1;2;1;1;2;3;600;4;;;;;4;2;2;2;2;2;2;3;2;2;2;4;3;4;3;1;;;;1;27;4;6;2;1;0;6;2;1;1;2;1;1;1;1;1
2501;2;1;2;8;27;4;2;1;4;1;1;6;2;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;2;6;240;4;;;;;3;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;3;;;1;27;4;4;2;0;0;5;1;2;2;2;1;1;1;1;1
2502;2;2;2;5;78;1;2;2;4;3;1;4;9;2;;2;;2;;2;2;2;2;1;2;2;2;2;2;10;1;1;1;1;1;2;1;1;5;75;1;;;;;0;5;2;2;2;2;2;2;1;2;2;4;4;4;4;6;;;;1;78;1;5;5;2;0;4;1;3;3;1;2;2;2;1;3
2503;2;2;2;3;92;1;5;1;3;7;1;7;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;3;1;2;2;1;2;4;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;2;4;3;2;4;;;;2;22;8;5;5;1;1;6;1;1;1;2;1;1;1;1;1
2504;2;1;1;10;59;5;4;7;7;3;8;4;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;3;2;1;1;1;1;1;4;0;;;;;;3;2;;2;2;2;2;2;2;2;2;4;4;4;3;;;;;1;59;5;5;2;0;2;3;2;5;5;3;1;1;1;3;3
2505;2;2;1;4;92;1;5;3;3;3;3;2;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;2;1;1;2;3;60;4;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;3;2;5;;;;1;92;1;4;5;3;0;6;2;1;2;2;2;2;2;1;1
2506;2;1;2;10;35;8;4;7;7;3;1;8;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;2;2;30;2;;;;;0;2;2;2;2;2;2;2;2;1;2;3;4;4;4;;;;;1;35;8;4;2;0;0;4;1;1;4;2;1;1;1;1;1
2507;2;2;2;10;69;11;2;7;7;3;1;8;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;69;11;5;2;0;2;3;2;1;5;2;1;1;1;1;3
2508;2;1;1;10;4;12;2;7;7;3;6;3;5;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;7;1;2;2;2;1;1;1;1;6;50;2;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;4;12;5;2;0;1;3;2;1;1;2;1;1;1;1;1
2509;2;2;2;9;1;11;1;7;7;3;1;10;3;2;;3;;2;;2;2;2;2;2;2;2;3;2;3;9;1;4;2;2;2;1;1;7;3;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;1;11;5;2;0;0;4;1;2;2;2;1;1;1;1;3
